date,govt12m,govt24m,govt36m,govt48m,govt60m,govt72m,govt84m,govt96m,govt108m,govt120m,cpi,ppi,pcom,employ,unempl,ip,infl10y,ffer
2020-02-01,1.4493,1.346,1.3093,1.3102,1.3319,1.3643,1.4016,1.4404,1.4784,1.5142,2.3128,1.3181,-13.6861,1.4829,-6.863206864,-1.1701,1.619,1.58
2020-03-01,0.505,0.5235,0.569,0.6242,0.6819,0.7389,0.7936,0.8451,0.8928,0.9361,1.5117,-1.5725,-27.0689,0.4011,15.04584247,-5.1498,1.2698,0.65
2020-04-01,0.2118,0.2469,0.2973,0.3576,0.4222,0.4873,0.5503,0.6101,0.6655,0.716,0.3493,-5.3127,-27.9968,-14.3873,135.4161371,-18.9493,1.1583,0.05
2020-05-01,0.1707,0.1834,0.2308,0.2957,0.3676,0.4407,0.5117,0.5788,0.6408,0.6973,0.216,-3.0499,-20.1315,-12.4243,126.1302648,-17.5039,1.1623,0.05
2020-06-01,0.1993,0.1935,0.2314,0.2953,0.3715,0.4515,0.5305,0.6057,0.6757,0.7395,0.6993,-2.2152,-20.3659,-9.1496,109.032191,-11.2737,1.2319,0.08
2020-07-01,0.1617,0.149,0.1791,0.2335,0.2996,0.3696,0.4391,0.5056,0.5677,0.6245,1.0136,-1.9608,-13.9571,-8.0644,99.48576007,-7.1176,1.3469,0.09
2020-08-01,0.1478,0.1386,0.1673,0.2224,0.2914,0.3658,0.4404,0.5121,0.5793,0.6408,1.2922,-1.5208,-4.9097,-7.115,81.99909962,-6.9364,1.341,0.1
2020-09-01,0.1433,0.1325,0.1599,0.2167,0.29,0.3699,0.4504,0.5279,0.6006,0.6672,1.3637,-1.1261,-9.3293,-6.5089,78.18301997,-6.7444,1.351,0.09
2020-10-01,0.1405,0.1435,0.1897,0.2646,0.3534,0.4464,0.538,0.6249,0.7055,0.779,1.196,-1.2169,-9.7948,-6.1015,62.89606102,-5.2256,1.3375,0.09
2020-11-01,0.1364,0.1579,0.2223,0.3123,0.4133,0.5162,0.6157,0.7093,0.7954,0.8735,1.1628,-1.311,-3.6309,-6.0509,60.1944097,-5.3193,1.3766,0.09
2020-12-01,0.1158,0.1223,0.1893,0.2902,0.4056,0.5235,0.6376,0.7447,0.8431,0.9322,1.2965,-0.8187,-3.565,-6.3043,60.99958246,-3.9118,1.4172,0.09
2021-01-01,0.1088,0.1172,0.2001,0.3228,0.4613,0.6017,0.7367,0.8625,0.9778,1.0818,1.3855,0.4318,6.7934,-6.1919,55.69222825,-2.5913,1.3794,0.09
2021-02-01,0.0852,0.1104,0.2261,0.3839,0.5553,0.7251,0.8859,1.0343,1.169,1.2901,1.6591,2.4906,18.3517,-5.9974,55.62437774,-6.3558,1.4276,0.08
2021-03-01,0.0725,0.1456,0.355,0.5965,0.8327,1.0512,1.2486,1.4251,1.5818,1.7204,2.5849,5.6333,29.9345,-4.489,30.0294666,0.4779,1.4974,0.07
2021-04-01,0.065,0.1565,0.3817,0.6316,0.8703,1.0876,1.2819,1.4542,1.6066,1.7408,4.065,9.0617,39.4607,10.3155,-85.69152021,14.9999,1.5831,0.07
2021-05-01,0.0585,0.1427,0.3523,0.5929,0.8293,1.0488,1.2478,1.4261,1.5848,1.7253,4.8089,7.9658,37.9122,8.6387,-81.67033096,14.2606,1.5784,0.06
2021-06-01,0.0785,0.195,0.4077,0.6334,0.8455,1.0373,1.2084,1.3601,1.4942,1.6124,5.1787,8.9456,37.5015,5.7636,-61.49619695,8.3232,1.5963,0.08
2021-07-01,0.0829,0.216,0.409,0.6005,0.7745,0.9287,1.0648,1.1848,1.2906,1.3837,5.124,9.0908,33.7803,5.2606,-62.53955973,5.2372,1.6248,0.1
2021-08-01,0.0762,0.2229,0.4225,0.6118,0.7777,0.9211,1.0454,1.1536,1.2482,1.3309,5.0458,9.923,26.9436,4.4813,-48.77328408,4.3243,1.5802,0.09
2021-09-01,0.0767,0.242,0.4736,0.686,0.8652,1.0147,1.1406,1.2478,1.3401,1.4198,5.2222,11.1965,35.2135,4.0665,-49.56702307,3.3014,1.6428,0.08
2021-10-01,0.128,0.3883,0.6764,0.9176,1.1085,1.2598,1.3823,1.4837,1.5689,1.6413,6.0333,11.9853,36.3705,4.1736,-41.88120473,3.9401,1.6127,0.08
2021-11-01,0.1984,0.5321,0.8319,1.057,1.2207,1.3416,1.434,1.507,1.5664,1.6155,6.6373,12.8109,25.3303,4.4096,-46.44371477,4.3841,1.7585,0.08
2021-12-01,0.3516,0.7079,0.9548,1.1227,1.2399,1.3257,1.3918,1.445,1.489,1.5259,6.9308,12.2256,23.9425,4.9586,-53.56072055,2.9275,1.759,0.08
2022-01-01,0.5864,0.988,1.2502,1.4248,1.5462,1.6354,1.7046,1.7604,1.8069,1.846,7.2969,12.3289,29.7607,4.8472,-44.26831203,2.2414,1.7966,0.08
2022-02-01,1.0362,1.4612,1.6579,1.7621,1.8267,1.8729,1.9099,1.9415,1.9691,1.9933,7.6488,13.0069,29.5116,5.0521,-46.45740407,6.3987,1.9211,0.08
2022-03-01,1.41,1.943,2.095,2.1311,2.1361,2.1361,2.1381,2.1429,2.1498,2.1576,8.2017,14.0775,39.9408,4.8013,-48.50327899,4.3303,1.9472,0.2
2022-04-01,1.9345,2.5531,2.7392,2.7871,2.7939,2.7911,2.7882,2.7875,2.7886,2.7909,7.929,14.3057,35.9735,4.76,-48.50742806,4.4832,2.2113,0.33
2022-05-01,2.0797,2.6169,2.7914,2.851,2.876,2.8922,2.907,2.9222,2.9376,2.9522,8.1884,15.3342,34.7094,4.637,-43.85468654,3.5919,2.3704,0.77
2022-06-01,2.662,3.0393,3.1536,3.1856,3.1939,3.1973,3.2012,3.2068,3.2134,3.2203,8.6084,16.5214,21.355,4.3781,-46.71377283,3.1425,2.4013,1.21
2022-07-01,2.9948,3.0675,3.0274,2.9816,2.9514,2.9369,2.934,2.9385,2.9474,2.9582,8.1117,14.0534,23.5389,4.1881,-41.64142272,2.9617,2.2226,1.68
2022-08-01,3.2059,3.264,3.1925,3.1078,3.0384,2.9874,2.9516,2.927,2.9101,2.8983,7.8985,11.9483,23.6874,4.0304,-32.58865711,3.0578,2.0996,2.33
2022-09-01,3.8407,3.8869,3.8236,3.747,3.6816,3.6311,3.5935,3.5658,3.5453,3.5295,7.8795,10.9172,10.1201,3.8711,-28.58123848,4.4105,2.366,2.56
2022-10-01,4.4025,4.4279,4.3356,4.2404,4.1663,4.1135,4.0774,4.0532,4.0371,4.026,7.4662,10.5721,9.2312,3.5254,-19.67823205,3.0505,2.3708,3.08
2022-11-01,4.6742,4.4864,4.2873,4.14,4.0429,3.9827,3.9473,3.928,3.9187,3.9151,6.8775,10.0389,19.1808,3.2691,-12.26216947,1.8345,2.4547,3.78
2022-12-01,4.5946,4.286,4.0407,3.8711,3.7601,3.6893,3.645,3.618,3.6018,3.5923,6.2143,8.4561,12.8833,2.9786,-10.12277333,0.5918,2.2194,4.1
2023-01-01,4.6301,4.2197,3.9249,3.7369,3.6242,3.5603,3.5271,3.5125,3.509,3.5117,6.1679,8.5724,3.5853,3.1231,-13.55184013,1.4984,2.2856,4.33
2023-02-01,4.897,4.5285,4.229,4.026,3.8976,3.8196,3.774,3.749,3.7366,3.7315,5.7944,6.0442,-7.6092,2.7354,-5.180473688,0.872,2.1057,4.57
2023-03-01,4.6816,4.3278,4.0705,3.905,3.8044,3.7461,3.7145,3.6994,3.6943,3.6947,4.8172,3.02,-16.4807,2.5026,-2.141915092,0.1767,2.2586,4.65
2023-04-01,4.5641,4.0427,3.7503,3.5906,3.5073,3.4683,3.455,3.4563,3.4657,3.4788,4.8229,2.522,-21.6167,2.502,-5.431584349,0.3456,2.1035,4.83
2023-05-01,4.7827,4.1699,3.8327,3.6575,3.5752,3.5455,3.5454,3.5612,3.585,3.6119,4.0381,-0.6777,-29.3205,2.5083,2.499509417,0.143,2.1628,5.06
2023-06-01,5.1527,4.638,4.274,4.0419,3.9011,3.8188,3.7733,3.7503,3.7408,3.739,3.0076,-2.9763,-14.2739,2.3862,0.217010351,-0.3767,1.7549,5.08
2023-07-01,5.2646,4.8204,4.4721,4.2373,4.0877,3.9951,3.9392,3.9065,3.8883,3.8786,3.2194,-0.9007,-12.6604,2.0521,2.070750812,0.0554,2.064,5.12
2023-08-01,5.2745,4.8723,4.5694,4.3734,4.2557,4.1892,4.1549,4.1403,4.1372,4.1405,3.6512,1.9385,-13.7364,2.0278,5.795665404,-0.1166,2.1388,5.33
2023-09-01,5.3408,4.9843,4.708,4.5334,4.4346,4.3849,4.3656,4.3642,4.3728,4.3863,3.6275,2.2445,-6.1496,2.0187,9.791321815,-0.2233,2.2222,5.33
2023-10-01,5.3336,5.0361,4.8504,4.7581,4.7266,4.7313,4.7558,4.7902,4.8284,4.8668,3.1942,-0.4167,-8.021,1.8892,7.96030506,-0.8363,2.3627,5.33
2023-11-01,5.2001,4.8335,4.6083,4.492,4.4452,4.4395,4.4567,4.4858,4.5201,4.5554,3.0912,-0.9829,-13.0969,1.8376,5.010050808,-0.073,2.3841,5.33
2023-12-01,4.8759,4.4067,4.1549,4.0296,3.9762,3.9632,3.9725,3.9936,4.0201,4.0481,3.2691,0.2996,-13.4125,1.934,9.534208842,1.1825,2.2784,5.33
2024-01-01,4.7159,4.2647,4.0559,3.9678,3.9415,3.9473,3.9696,3.9997,4.0326,4.0653,3.0587,-0.9652,-12.6045,1.7847,6.842151286,-0.3152,2.1645,5.33
2024-02-01,4.8745,4.4977,4.2963,4.1972,4.1565,4.1488,4.1593,4.1793,4.2037,4.229,3.1167,1.0455,-9.3337,1.7706,7.991367708,-0.2302,2.1462,5.33
2024-03-01,4.9356,4.5597,4.3395,4.2211,4.1645,4.1445,4.1454,4.158,4.1764,4.1969,3.4161,1.9247,-5.8732,1.8683,9.16460346,-0.3199,2.2188,5.33
